ID,Age,Power,Value_vehicle,Premium,N_claims_history,R_Claims_history,Seniority,Channel_label,Risk_label,total_claim_cost_by_type,n_claim_records,dominant_claim_type,segment
30655,27,105.0,1975112.0,24914.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30656,36,140.0,21462.0,23857.0,1,0,3,Acente,Binek araç,0.0,0.0,,1
30657,34,90.0,19600.0,41365.0,4,267,2,Broker,Van,0.0,0.0,,2
30658,33,60.0,11480.0,34401.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30659,28,140.0,26260.0,31201.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30660,25,65.0,12550.0,19320.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
30661,61,122.0,20350.0,47365.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30662,27,100.0,16550.0,26909.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
30663,27,14.0,4799.0,14949.0,2,0,2,Acente,Motorsiklet,0.0,0.0,,1
30664,21,125.0,2348767.0,58706.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
30665,28,11.0,2099.0,14974.67,2,125,3,Acente,Motorsiklet,0.0,0.0,,2
30666,28,11.0,5799.0,32839.0,2,0,3,Acente,Motorsiklet,0.0,0.0,,1
30667,27,110.0,25000.0,36093.0,2,132,2,Acente,Binek araç,0.0,0.0,,2
30668,26,110.0,20730.0,30020.0,1,48,3,Acente,Binek araç,60928.0,1.0,complaint,1
30669,25,110.0,21650.0,39877.0,1,0,1,Acente,Binek araç,0.0,0.0,,1
30670,25,75.0,1675001.0,48525.5,1,1,2,Acente,Binek araç,0.0,0.0,,1
30671,25,75.0,1304797.0,38977.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30672,27,70.0,15500.0,23917.5,1,0,10,Acente,Binek araç,0.0,0.0,,1
30673,24,94.0,191232.0,30393.67,4,148,3,Acente,Van,0.0,0.0,,2
30674,35,136.0,2845191.0,47565.0,3,199,2,Broker,Binek araç,0.0,0.0,,2
30675,25,150.0,3409004.0,54002.0,5,175,3,Acente,Binek araç,0.0,0.0,,2
30676,53,136.0,2845191.0,30016.0,1,1,2,Broker,Binek araç,0.0,0.0,,1
30677,26,120.0,25450.0,46326.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
30678,26,150.0,2887468.0,80790.67,0,0,4,Acente,Binek araç,0.0,0.0,,1
30679,26,70.0,16390.0,39977.67,1,16,7,Acente,Binek araç,0.0,0.0,,1
30680,23,65.0,1063791.0,57464.0,5,344,2,Acente,Binek araç,21387.0,2.0,travel assistance,2
30681,35,105.0,25430.0,3515.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30682,24,115.0,23380.0,80009.0,1,1,2,Acente,Binek araç,15554.0,1.0,travel assistance,1
30683,25,105.0,23710.0,56099.0,1,312,1,Acente,Van,0.0,0.0,,2
30684,25,69.0,8800.0,47233.0,0,0,5,Broker,Binek araç,0.0,0.0,,1
30685,26,125.0,2345001.0,19364.0,4,196,4,Acente,Binek araç,42616.0,1.0,complaint,2
30686,24,75.0,12800.0,42151.5,2,122,2,Acente,Binek araç,11906.0,2.0,travel assistance,2
30687,24,100.0,24610.0,74530.33,3,75,5,Broker,Van,0.0,0.0,,1
30688,23,60.0,9830.0,35482.0,1,2,6,Broker,Binek araç,0.0,0.0,,1
30689,34,7.0,2299.0,12733.0,0,0,8,Acente,Motorsiklet,0.0,0.0,,1
30690,24,150.0,23290.0,66726.0,1,126,1,Acente,Binek araç,0.0,0.0,,2
30691,25,70.0,12620.0,41347.0,1,46,3,Acente,Binek araç,7744.0,1.0,broken windows,1
30692,25,70.0,12500.0,17940.5,3,15,3,Broker,Binek araç,0.0,0.0,,1
30693,44,150.0,25450.0,44166.0,3,5,5,Broker,Binek araç,41842.0,1.0,complaint,1
30694,70,75.0,16380.0,26644.33,8,56,10,Broker,Van,0.0,0.0,,0
30695,65,120.0,29845.0,61093.5,2,111,2,Acente,Van,20995.0,2.0,all risks,1
30696,64,75.0,1755489.0,29287.67,17,266,13,Acente,Binek araç,0.0,0.0,,2
30697,61,85.0,19800.0,14457.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
30698,58,125.0,21858.0,16996.0,3,0,9,Acente,Binek araç,0.0,0.0,,1
30699,56,60.0,941185.0,23091.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
30700,55,60.0,1028933.0,22390.67,0,0,3,Broker,Binek araç,0.0,0.0,,1
30701,56,135.0,205486.0,21392.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30702,50,90.0,1550481.0,19022.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
30703,50,90.0,39976.0,26301.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
30704,50,75.0,11470.0,25534.33,8,62,8,Acente,Binek araç,0.0,0.0,,0
30705,42,0.0,3999.0,1427.0,0,0,3,Acente,Motorsiklet,0.0,0.0,,1
30706,31,60.0,930126.0,20019.0,3,299,2,Broker,Binek araç,0.0,0.0,,2
30707,44,60.0,9070.0,32680.33,2,47,5,Acente,Binek araç,0.0,0.0,,1
30708,36,95.0,19024.0,20296.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
30709,22,60.0,982451.0,39158.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30710,21,54.0,420708.0,45440.5,3,15,3,Broker,Motorsiklet,0.0,0.0,,1
30711,24,110.0,16670.0,62885.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30712,35,98.0,17900.0,25206.0,1,5,3,Broker,Binek araç,5209.0,1.0,travel assistance,1
30713,45,60.0,1079989.0,21268.5,4,2,3,Broker,Binek araç,172096.0,3.0,broken windows,1
30714,29,87.0,1522226.0,33810.33,8,1,11,Acente,Binek araç,0.0,0.0,,0
30715,22,75.0,18360.0,33477.0,2,183,2,Acente,Binek araç,14070.0,2.0,negligence,2
30716,43,70.0,12080.0,27381.0,6,35,9,Acente,Binek araç,0.0,0.0,,0
30717,43,70.0,18765.0,26575.0,6,1,9,Acente,Binek araç,0.0,0.0,,0
30718,20,150.0,21795.0,53551.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30719,18,110.0,23030.0,73935.0,1,103,1,Acente,Binek araç,53125.0,1.0,complaint,1
30720,20,105.0,2205999.0,48443.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30721,21,140.0,29480.0,73266.0,1,166,1,Acente,Binek araç,174836.0,1.0,all risks,2
30722,21,60.0,100369.0,4149.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30723,44,5.0,1435.0,11612.0,0,0,3,Acente,Motorsiklet,0.0,0.0,,1
30724,21,105.0,23170.0,61815.33,0,0,3,Acente,Binek araç,0.0,0.0,,1
30725,21,90.0,28285.0,44026.0,0,0,1,Acente,Van,0.0,0.0,,1
30726,24,105.0,2279634.0,49872.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30727,39,90.0,23650.0,28138.0,0,0,4,Broker,Binek araç,0.0,0.0,,1
30728,56,90.0,18350.0,27794.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30729,51,105.0,22400.0,33027.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30730,24,115.0,20180.0,43548.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30731,47,102.0,4422311.0,58426.0,23,202,5,Broker,Binek araç,0.0,0.0,,2
30732,24,90.0,20800.0,28843.33,0,0,3,Acente,Binek araç,0.0,0.0,,1
30733,39,90.0,17205.0,22244.0,0,0,4,Broker,Binek araç,0.0,0.0,,1
30734,41,90.0,1760965.0,32293.0,0,0,4,Broker,Binek araç,0.0,0.0,,1
30735,20,110.0,17980.0,8739.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30736,20,80.0,12660.0,54585.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30737,55,75.0,14970.0,33528.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
30738,55,75.0,26650.0,44834.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
30739,38,105.0,2242001.0,43353.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
30740,62,75.0,9230.0,31233.0,1,57,2,Acente,Binek araç,0.0,0.0,,1
30741,51,86.0,1028933.0,23526.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
30742,41,90.0,1895054.0,36678.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
30743,50,68.0,1489695.0,43349.0,1,0,7,Acente,Binek araç,0.0,0.0,,1
30744,57,71.0,1454449.0,24104.67,3,63,5,Broker,Binek araç,0.0,0.0,,1
30745,59,68.0,16250.0,30342.0,4,147,5,Acente,Binek araç,10085.0,1.0,travel assistance,2
30746,70,71.0,14709.0,27704.0,0,0,1,Broker,Van,0.0,0.0,,1
30747,61,75.0,10090.0,20003.5,0,0,3,Acente,Binek araç,0.0,0.0,,1
30748,55,115.0,1580061.0,31073.0,4,8,3,Acente,Binek araç,137478.0,1.0,negligence,1
30749,46,136.0,35680.0,25869.0,5,83,7,Acente,Binek araç,0.0,0.0,,1
30750,71,110.0,18270.0,24326.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
30751,19,90.0,251764.0,64935.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
30752,56,120.0,23710.0,27354.67,5,211,3,Broker,Binek araç,0.0,0.0,,2
30753,61,0.0,121945.0,12657.0,2,0,6,Broker,Motorsiklet,0.0,0.0,,1
30754,56,138.0,1476086.0,3227.0,6,3,3,Broker,Binek araç,0.0,0.0,,1
30755,49,130.0,22000.0,44173.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
30756,29,71.0,15201.0,18495.67,0,0,3,Acente,Van,0.0,0.0,,1
30757,60,90.0,22133.0,36790.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
30758,60,90.0,19090.0,18941.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
30759,62,110.0,23785.0,29899.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30760,52,170.0,20180.0,23825.0,5,2,3,Broker,Binek araç,0.0,0.0,,1
30761,59,44.0,4679.0,11948.0,2,0,3,Broker,Motorsiklet,0.0,0.0,,1
30762,50,71.0,1425871.0,34858.0,0,0,1,Broker,Van,0.0,0.0,,1
30763,52,105.0,18110.0,17899.0,0,0,2,Acente,Van,0.0,0.0,,1
30764,48,75.0,1873499.0,26586.0,2,2,2,Broker,Binek araç,0.0,0.0,,1
30765,51,75.0,16490.0,31509.0,0,0,3,Broker,Binek araç,0.0,0.0,,1
30766,51,71.0,1287368.0,29990.33,5,72,7,Broker,Van,17976.0,1.0,travel assistance,1
30767,48,60.0,985059.0,22683.0,3,0,22,Acente,Binek araç,0.0,0.0,,0
30768,48,60.0,17600.0,31294.0,3,13,22,Acente,Binek araç,87036.0,1.0,complaint,0
30769,47,75.0,1960983.0,45986.67,6,116,4,Acente,Binek araç,0.0,0.0,,2
30770,43,75.0,16385.0,21989.5,2,1,3,Acente,Van,0.0,0.0,,1
30771,52,12.0,2999.0,12091.0,0,0,1,Acente,Motorsiklet,0.0,0.0,,1
30772,46,90.0,18090.0,56282.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30773,50,142.0,20877.0,29757.33,2,33,7,Broker,Binek araç,0.0,0.0,,1
30774,35,100.0,2323954.0,38774.0,1,0,3,Broker,Binek araç,0.0,0.0,,1
30775,51,90.0,20330.0,29102.0,0,0,2,Broker,Van,0.0,0.0,,1
30776,45,61.0,7995.0,42915.0,3,4,10,Broker,Binek araç,69421.0,1.0,complaint,1
30777,48,75.0,1092039.0,31942.67,0,0,4,Broker,Binek araç,0.0,0.0,,1
30778,52,110.0,19035.0,35312.33,2,2,10,Broker,Binek araç,0.0,0.0,,1
30779,50,130.0,32680.0,27797.0,1,103,1,Broker,Binek araç,0.0,0.0,,1
30780,49,144.0,27005.0,37287.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
30781,46,90.0,11750.0,28992.0,1,162,1,Broker,Binek araç,0.0,0.0,,2
30782,34,0.0,126753.0,12102.0,9,5,11,Acente,Motorsiklet,0.0,0.0,,0
30783,37,0.0,121945.0,12303.67,9,0,11,Acente,Motorsiklet,0.0,0.0,,0
30784,39,65.0,1021721.0,31846.0,0,0,3,Broker,Binek araç,0.0,0.0,,1
30785,35,75.0,12466.0,28684.0,2,4,5,Broker,Binek araç,0.0,0.0,,1
30786,42,105.0,2440109.0,21063.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
30787,62,138.0,1966512.0,24578.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
30788,39,92.0,17740.0,22275.0,15,0,1,Broker,Binek araç,0.0,0.0,,0
30789,40,92.0,2735001.0,37062.0,15,0,1,Broker,Binek araç,0.0,0.0,,0
30790,41,75.0,14661.0,22053.0,1,435,1,Broker,Binek araç,9148.0,1.0,travel assistance,2
30791,26,140.0,45200.0,103954.0,9,2,8,Acente,Binek araç,0.0,0.0,,0
30792,40,90.0,1640511.0,38402.67,4,76,6,Broker,Binek araç,23624.0,2.0,travel assistance,1
30793,40,90.0,34500.0,35511.5,4,0,6,Broker,Binek araç,0.0,0.0,,1
30794,41,120.0,23580.0,33329.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
30795,38,129.0,1829962.0,32547.0,1,33,4,Acente,Binek araç,0.0,0.0,,1
30796,42,65.0,149652.0,30563.0,2,2,2,Acente,Binek araç,0.0,0.0,,1
30797,42,65.0,901518.0,15672.0,2,0,2,Acente,Binek araç,0.0,0.0,,1
30798,35,68.0,121705.0,26941.33,0,0,6,Acente,Binek araç,0.0,0.0,,1
30799,37,64.0,11455.0,25763.0,0,0,1,Acente,Van,0.0,0.0,,1
30800,40,101.0,17010.0,32947.0,3,1,4,Broker,Binek araç,0.0,0.0,,1
30801,49,75.0,14500.0,35489.33,3,55,6,Broker,Binek araç,0.0,0.0,,1
30802,40,71.0,1009099.0,20742.33,2,25,8,Broker,Binek araç,0.0,0.0,,1
30803,41,71.0,1391343.0,27096.0,2,0,8,Broker,Binek araç,0.0,0.0,,1
30804,68,163.0,31850.0,27598.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
30805,68,163.0,19380.0,22749.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
30806,68,163.0,1067397.0,22412.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
30807,40,126.0,434874.0,28795.0,2,68,2,Acente,Van,0.0,0.0,,1
30808,43,125.0,2472944.0,30136.0,10,0,5,Broker,Binek araç,0.0,0.0,,0
30809,39,80.0,18545.0,33034.0,7,125,8,Acente,Binek araç,55684.0,1.0,complaint,2
30810,37,90.0,17270.0,28317.0,3,0,1,Acente,Binek araç,0.0,0.0,,1
30811,34,105.0,23700.0,26346.0,7,0,1,Broker,Binek araç,0.0,0.0,,1
30812,35,105.0,27090.0,28718.0,7,0,1,Broker,Binek araç,0.0,0.0,,1
30813,34,70.0,12620.0,29446.67,4,39,11,Broker,Binek araç,0.0,0.0,,0
30814,38,105.0,22595.0,31806.67,8,24,11,Acente,Binek araç,0.0,0.0,,0
30815,39,60.0,115825.0,23546.0,3,23,14,Acente,Van,0.0,0.0,,0
30816,38,60.0,42920.0,9133.67,3,0,14,Acente,Tarım aracı,0.0,0.0,,0
30817,41,71.0,15450.0,23559.0,0,0,6,Broker,Van,0.0,0.0,,1
30818,41,100.0,18350.0,26265.67,1,17,7,Broker,Binek araç,0.0,0.0,,1
30819,41,105.0,16690.0,19976.0,2,0,7,Acente,Binek araç,0.0,0.0,,1
30820,40,150.0,2044269.0,35895.67,2,43,5,Acente,Binek araç,0.0,0.0,,1
30821,39,116.0,22300.0,25835.0,10,25,15,Acente,Binek araç,0.0,0.0,,0
30822,37,90.0,19740.0,26788.67,4,104,4,Broker,Van,0.0,0.0,,1
30823,38,60.0,790331.0,22658.0,3,1,3,Broker,Binek araç,9990.0,2.0,travel assistance,1
30824,37,140.0,33580.0,36032.0,6,22,13,Broker,Binek araç,0.0,0.0,,0
30825,40,110.0,19160.0,20401.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
30826,41,65.0,1012705.0,23570.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
30827,39,120.0,30346.0,19769.0,0,0,2,Broker,Van,0.0,0.0,,1
30828,37,100.0,1586672.0,23163.0,10,61,14,Broker,Binek araç,0.0,0.0,,0
30829,37,143.0,32300.0,58896.0,6,5,11,Broker,Binek araç,0.0,0.0,,0
30830,40,100.0,20770.0,32072.5,2,17,8,Broker,Binek araç,0.0,0.0,,1
30831,39,90.0,1466973.0,22310.0,4,33,4,Acente,Binek araç,0.0,0.0,,1
30832,39,110.0,22970.0,26611.0,1,17,7,Broker,Van,0.0,0.0,,1
30833,42,70.0,1322828.0,25111.67,0,0,3,Broker,Binek araç,0.0,0.0,,1
30834,37,130.0,32130.0,58160.5,0,0,2,Broker,Van,0.0,0.0,,1
30835,39,130.0,29010.0,36513.0,0,0,4,Broker,Binek araç,0.0,0.0,,1
30836,40,90.0,15750.0,28645.5,2,1,3,Broker,Binek araç,0.0,0.0,,1
30837,36,105.0,20420.0,5263.0,2,29,8,Broker,Binek araç,0.0,0.0,,1
30838,40,90.0,18950.0,16939.33,3,21,5,Broker,Van,0.0,0.0,,1
30839,41,130.0,25600.0,32508.33,5,4,13,Acente,Binek araç,0.0,0.0,,0
30840,40,130.0,29950.0,44929.0,1,0,2,Broker,Binek araç,0.0,0.0,,1
30841,41,90.0,19790.0,23545.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
30842,41,110.0,1494717.0,22608.0,2,2,8,Acente,Binek araç,0.0,0.0,,1
30843,39,125.0,23370.0,31702.0,1,106,1,Broker,Binek araç,4995.0,1.0,travel assistance,1
30844,69,109.0,24900.0,53666.67,2,82,3,Broker,Binek araç,0.0,0.0,,1
30845,38,100.0,19220.0,3266.0,1,1,2,Broker,Binek araç,0.0,0.0,,1
30846,38,82.0,1565637.0,1676.5,12,71,18,Acente,Binek araç,0.0,0.0,,0
30847,38,75.0,146647.0,31207.0,12,59,20,Broker,Binek araç,0.0,0.0,,0
30848,36,143.0,33190.0,15630.5,2,67,4,Broker,Binek araç,0.0,0.0,,1
30849,38,135.0,24470.0,28450.67,3,81,4,Broker,Van,0.0,0.0,,1
30850,35,90.0,1593884.0,23986.0,7,0,16,Broker,Binek araç,0.0,0.0,,0
30851,38,114.0,22900.0,35532.0,4,1,5,Broker,Binek araç,0.0,0.0,,1
30852,38,120.0,23870.0,33986.5,12,69,12,Broker,Binek araç,44799.0,3.0,complaint,0
30853,35,75.0,1207433.0,22163.67,0,0,5,Broker,Binek araç,0.0,0.0,,1
30854,38,63.0,1187782.0,15884.0,1,29,4,Broker,Binek araç,0.0,0.0,,1
30855,38,85.0,15275.0,27674.67,1,22,5,Broker,Binek araç,0.0,0.0,,1
30856,36,92.0,20540.0,37312.67,1,34,3,Broker,Binek araç,0.0,0.0,,1
30857,38,105.0,25200.0,52923.33,3,27,12,Broker,Binek araç,0.0,0.0,,0
30858,39,78.0,5999.0,19654.33,0,0,3,Broker,Motorsiklet,0.0,0.0,,1
30859,38,5.0,147188.0,13728.0,0,0,7,Broker,Motorsiklet,0.0,0.0,,1
30860,37,144.0,29040.0,16905.0,1,1,2,Broker,Binek araç,0.0,0.0,,1
30861,36,4.0,131622.0,7260.0,1,0,19,Broker,Motorsiklet,0.0,0.0,,0
30862,39,75.0,14730.0,250.0,2,67,3,Broker,Binek araç,5009.0,1.0,travel assistance,1
30863,37,90.0,1593397.0,29076.67,5,4,10,Broker,Binek araç,0.0,0.0,,0
30864,36,122.0,344944.0,41922.5,6,46,14,Broker,Binek araç,0.0,0.0,,0
30865,38,4.0,123207.0,12382.0,3,0,11,Broker,Motorsiklet,0.0,0.0,,1
30866,36,100.0,20670.0,2897.0,3,22,10,Broker,Binek araç,0.0,0.0,,1
30867,36,90.0,15995.0,38498.0,3,14,17,Broker,Binek araç,0.0,0.0,,0
30868,35,65.0,1142151.0,24515.0,0,0,1,Broker,Van,0.0,0.0,,1
30869,38,95.0,20460.0,26227.67,10,333,4,Broker,Van,0.0,0.0,,2
30870,35,0.0,3099.0,12955.0,7,166,16,Acente,Motorsiklet,0.0,0.0,,0
30871,35,85.0,1416582.0,27012.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
30872,36,75.0,15420.0,24741.33,0,0,10,Acente,Binek araç,0.0,0.0,,1
30873,37,90.0,22100.0,3926.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
30874,35,90.0,2191591.0,19657.5,5,76,4,Broker,Binek araç,0.0,0.0,,1
30875,36,115.0,19090.0,27122.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
30876,36,130.0,32800.0,16327.5,0,0,3,Broker,Binek araç,0.0,0.0,,1
30877,37,140.0,37460.0,56975.0,5,25,17,Acente,Binek araç,57851.0,1.0,all risks,0
30878,36,143.0,3881336.0,37135.0,1,198,1,Broker,Binek araç,636.0,1.0,travel assistance,2
30879,35,100.0,16850.0,26830.0,1,13,8,Broker,Binek araç,0.0,0.0,,1
30880,35,105.0,1800923.0,27420.33,1,25,5,Acente,Binek araç,0.0,0.0,,1
30881,37,90.0,1541596.0,26544.0,1,111,1,Broker,Binek araç,64241.0,1.0,travel assistance,1
30882,34,95.0,1616723.0,19566.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
30883,35,120.0,25920.0,43231.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
30884,33,76.0,1770582.0,25035.0,2,0,5,Broker,Van,0.0,0.0,,1
30885,36,90.0,14530.0,22464.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
30886,34,115.0,19905.0,28893.0,8,1,9,Broker,Binek araç,0.0,0.0,,0
30887,35,105.0,21875.0,29654.5,4,133,4,Broker,Binek araç,0.0,0.0,,2
30888,36,90.0,1576124.0,27138.0,17,178,10,Broker,Van,0.0,0.0,,0
30889,37,90.0,17460.0,14038.0,17,33,10,Broker,Van,0.0,0.0,,0
30890,36,120.0,20550.0,34448.5,5,25,3,Broker,Binek araç,26168.0,4.0,travel assistance,1
30891,36,280.0,49000.0,54199.0,1,401,2,Broker,Binek araç,0.0,0.0,,2
30892,37,90.0,19379.0,28898.0,4,2,19,Broker,Binek araç,0.0,0.0,,0
30893,35,65.0,14828.0,25714.0,0,0,1,Broker,Van,0.0,0.0,,1
30894,34,75.0,11910.0,26311.0,5,31,17,Broker,Binek araç,0.0,0.0,,0
30895,35,106.0,23000.0,27781.5,2,14,9,Broker,Binek araç,0.0,0.0,,1
30896,33,125.0,2192134.0,54788.0,7,75,17,Broker,Binek araç,0.0,0.0,,0
30897,35,110.0,1675622.0,22818.0,1,5,3,Broker,Binek araç,59153.0,1.0,complaint,1
30898,35,143.0,27600.0,59240.5,2,25,9,Broker,Binek araç,0.0,0.0,,1
30899,36,60.0,9830.0,20899.67,1,8,17,Acente,Binek araç,0.0,0.0,,0
30900,36,105.0,20320.0,20984.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30901,35,280.0,37850.0,32502.5,1,53,2,Broker,Binek araç,35719.0,1.0,complaint,1
30902,34,110.0,27400.0,68005.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
30903,32,143.0,27400.0,31511.0,3,43,8,Broker,Binek araç,0.0,0.0,,1
30904,35,5.0,105145.0,13830.5,1,0,8,Broker,Motorsiklet,0.0,0.0,,1
30905,33,90.0,2005001.0,14015.0,0,0,5,Broker,Binek araç,0.0,0.0,,1
30906,34,110.0,223877.0,23485.0,7,1,20,Acente,Binek araç,0.0,0.0,,0
30907,32,120.0,2169999.0,34546.0,4,0,8,Broker,Binek araç,0.0,0.0,,1
30908,31,110.0,1281358.0,18656.0,0,0,3,Broker,Binek araç,0.0,0.0,,1
30909,61,65.0,15660.0,2386.0,1,1,2,Broker,Van,0.0,0.0,,1
30910,32,110.0,23290.0,38546.0,4,16,3,Broker,Binek araç,5095.0,2.0,travel assistance,1
30911,34,140.0,24635.0,34507.0,0,0,3,Broker,Binek araç,0.0,0.0,,1
30912,34,68.0,12935.0,20337.67,3,2,16,Acente,Binek araç,0.0,0.0,,0
30913,33,110.0,19760.0,25588.5,1,2,6,Broker,Binek araç,0.0,0.0,,1
30914,35,50.0,9365.0,10580.0,1,1,2,Acente,Motorsiklet,0.0,0.0,,1
30915,36,90.0,18090.0,14925.0,9,12,9,Broker,Binek araç,0.0,0.0,,0
30916,34,71.0,1705672.0,13650.5,3,17,13,Acente,Binek araç,0.0,0.0,,0
30917,33,71.0,24750.0,3125.0,3,14,13,Acente,Binek araç,0.0,0.0,,0
30918,33,6.0,145625.0,10941.0,0,0,2,Broker,Motorsiklet,0.0,0.0,,1
30919,32,90.0,1532232.0,1126.0,4,2,2,Broker,Binek araç,0.0,0.0,,1
30920,33,64.0,1239259.0,30662.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
30921,34,83.0,10150.0,25947.67,0,0,5,Broker,Binek araç,0.0,0.0,,1
30922,33,116.0,18700.0,31434.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
30923,31,75.0,2501168.0,26631.0,9,5,10,Broker,Binek araç,0.0,0.0,,0
30924,33,122.0,36200.0,38274.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
30925,33,129.0,20075.0,26677.0,9,33,9,Broker,Binek araç,0.0,0.0,,0
30926,33,150.0,3239455.0,32556.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
30927,34,90.0,2163644.0,27211.33,16,121,15,Acente,Binek araç,0.0,0.0,,0
30928,33,71.0,12555.0,19534.0,4,1,11,Acente,Binek araç,0.0,0.0,,0
30929,34,140.0,26380.0,2462.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
30930,31,110.0,23465.0,48422.0,0,0,3,Broker,Binek araç,0.0,0.0,,1
30931,33,90.0,16140.0,25757.0,0,0,7,Broker,Binek araç,0.0,0.0,,1
30932,34,90.0,51840.0,39362.33,1,0,3,Broker,Binek araç,0.0,0.0,,1
30933,32,68.0,16350.0,413.0,1,25,14,Acente,Binek araç,0.0,0.0,,1
30934,33,68.0,13115.0,23718.5,1,0,14,Acente,Binek araç,0.0,0.0,,1
30935,26,5.0,1435.0,11815.5,0,0,3,Broker,Motorsiklet,0.0,0.0,,1
30936,32,45.0,24525.0,66998.5,5,44,15,Acente,Binek araç,0.0,0.0,,0
30937,34,109.0,20725.0,19167.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
30938,30,75.0,19495.0,23838.0,2,0,3,Broker,Van,0.0,0.0,,1
30939,32,75.0,32420.0,28016.0,2,0,3,Broker,Binek araç,0.0,0.0,,1
30940,32,136.0,28675.0,31006.0,5,83,8,Broker,Binek araç,0.0,0.0,,1
30941,32,110.0,16670.0,23277.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
30942,33,110.0,1776836.0,14101.5,2,1,3,Broker,Binek araç,7367.0,1.0,travel assistance,1
30943,29,110.0,19910.0,11838.0,11,2,3,Acente,Binek araç,0.0,0.0,,0
30944,31,140.0,29660.0,33114.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
30945,31,140.0,1168368.0,13702.0,0,0,1,Broker,Van,0.0,0.0,,1
30946,31,75.0,1440626.0,30962.67,7,78,10,Acente,Binek araç,0.0,0.0,,0
30947,34,105.0,21157.0,32414.0,9,208,5,Broker,Van,0.0,0.0,,2
30948,32,140.0,31610.0,19758.0,3,39,8,Acente,Binek araç,0.0,0.0,,1
30949,31,173.0,33450.0,60024.0,2,33,5,Broker,Binek araç,0.0,0.0,,1
30950,32,112.0,28660.0,36380.5,2,0,7,Broker,Binek araç,0.0,0.0,,1
30951,31,112.0,18350.0,20158.0,2,0,7,Broker,Binek araç,0.0,0.0,,1
30952,33,92.0,1610111.0,12546.0,5,33,10,Acente,Binek araç,0.0,0.0,,0
